playlist,stem_type,title,filename
generational-bridge Instrumentals,instrumental,Young Americans   (Single Version; 2002 Remaster),01-09 Young Americans.flac
generational-bridge Instrumentals,instrumental,Under Pressure (Remastered 2011),01-11 Under Pressure.flac
generational-bridge Instrumentals,instrumental,Wouldn't Leave,01-04 Wouldn't Leave.flac
generational-bridge Instrumentals,instrumental,Where Did Our Love Go,01-01 Where Did Our Love Go.flac
generational-bridge Instrumentals,instrumental,Where Is The Love?,01-13 Where Is The Love.flac
genre-crossover Vocals,vocals,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
genre-crossover Vocals,vocals,What If I Go?,01-07 What If I Go.flac
genre-crossover Vocals,vocals,212,01-05 212.flac
genre-crossover Vocals,vocals,Worlds to Run,01-06 Worlds to Run.flac
genre-crossover Vocals,vocals,Walkürenritt,01-05 Walkürenritt.flac
genre-crossover Vocals,vocals,Water Curses,01-01 Water Curses.flac
genre-crossover Vocals,vocals,Szamár Madár,01-08 Szamár Madár.flac
genre-crossover Vocals,vocals,Voices,01-08 Voices.flac
genre-crossover Vocals,vocals,waves  (Tame Impala Remix),01-01 waves.flac
genre-crossover Vocals,vocals,Weird Fishes,01-01 Weird Fishes.flac
genre-crossover Vocals,vocals,You & Me,01-01 You & Me.flac
genre-crossover Instrumentals,instrumental,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
genre-crossover Instrumentals,instrumental,What If I Go?,01-07 What If I Go.flac
genre-crossover Instrumentals,instrumental,212,01-05 212.flac
genre-crossover Instrumentals,instrumental,Worlds to Run,01-06 Worlds to Run.flac
genre-crossover Instrumentals,instrumental,Walkürenritt,01-05 Walkürenritt.flac
genre-crossover Instrumentals,instrumental,Water Curses,01-01 Water Curses.flac
genre-crossover Instrumentals,instrumental,Szamár Madár,01-08 Szamár Madár.flac
genre-crossover Instrumentals,instrumental,Voices,01-08 Voices.flac
genre-crossover Instrumentals,instrumental,waves  (Tame Impala Remix),01-01 waves.flac
genre-crossover Instrumentals,instrumental,Weird Fishes,01-01 Weird Fishes.flac
genre-crossover Instrumentals,instrumental,You & Me,01-01 You & Me.flac
retro-modern Vocals,vocals,We The People....,01-02 We The People.flac
retro-modern Vocals,vocals,Warm,01-01 Warm.flac
retro-modern Vocals,vocals,Wish I Didn't Miss You (Album Version),01-06 Wish I Didn't Miss You.flac
retro-modern Vocals,vocals,4th Dimensional Transition (Album Version),01-06 4th Dimensional Transition.flac
retro-modern Vocals,vocals,You've Got a Woman,01-01 You've Got a Woman.flac
retro-modern Vocals,vocals,Vital Signs (Tame Impala Cover),02-06 Vital Signs.flac
retro-modern Vocals,vocals,Walkürenritt,01-05 Walkürenritt.flac
retro-modern Vocals,vocals,You Sexy Thing,01-02 You Sexy Thing.flac
retro-modern Vocals,vocals,Worry Wart,01-01 Worry Wart.flac
retro-modern Vocals,vocals,Wait for the Moment,01-01 Wait for the Moment.flac
retro-modern Vocals,vocals,"Sincerely Yours, The D.A.C.","01-23 Sincerely Yours, The D.A.C.flac"
retro-modern Vocals,vocals,Something For Your M.I.N.D.,01-01 Something For Your M.I.N.D.flac
retro-modern Vocals,vocals,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
retro-modern Vocals,vocals,Willing & Able,01-05 Willing & Able.flac
retro-modern Vocals,vocals,Why Won't They Talk To Me?,01-06 Why Won't They Talk To Me.flac
retro-modern Vocals,vocals,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
retro-modern Vocals,vocals,Voices,01-08 Voices.flac
retro-modern Vocals,vocals,Nanã,01-06 Nanã.flac
retro-modern Vocals,vocals,Wake,01-01 Wake.flac
retro-modern Vocals,vocals,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
retro-modern Vocals,vocals,You Ain't The Problem,01-01 You Ain't The Problem.flac
retro-modern Vocals,vocals,Weekend Wars (Album Version),01-02 Weekend Wars.flac
retro-modern Vocals,vocals,Venom's In,01-07 Venom's In.flac
retro-modern Vocals,vocals,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
retro-modern Vocals,vocals,waves  (Tame Impala Remix),01-01 waves.flac
retro-modern Vocals,vocals,Two Weeks,01-02 Two Weeks.flac
retro-modern Vocals,vocals,You & Me,01-11 You & Me.flac
retro-modern Vocals,vocals,Weird Fishes,01-01 Weird Fishes.flac
retro-modern Vocals,vocals,Valerie  (Version Revisited),01-05 Valerie.flac
retro-modern Vocals,vocals,When You Die,01-03 When You Die.flac
retro-modern Vocals,vocals,White Noise,01-05 White Noise.flac
retro-modern Vocals,vocals,435,01-01 435.flac
retro-modern Vocals,vocals,Windowpane,01-02 Windowpane.flac
retro-modern Vocals,vocals,Vanished,01-10 Vanished.flac
retro-modern Vocals,vocals,Your Favorite Place,01-04 Your Favorite Place.flac
retro-modern Vocals,vocals,Something For Your M.I.N.D.,01-06 Something For Your M.I.N.D.flac
retro-modern Vocals,vocals,Give Life Back to Music,01-01 Give Life Back to Music.flac
retro-modern Instrumentals,instrumental,We The People....,01-02 We The People.flac
retro-modern Instrumentals,instrumental,Warm,01-01 Warm.flac
retro-modern Instrumentals,instrumental,Wish I Didn't Miss You (Album Version),01-06 Wish I Didn't Miss You.flac
retro-modern Instrumentals,instrumental,4th Dimensional Transition (Album Version),01-06 4th Dimensional Transition.flac
retro-modern Instrumentals,instrumental,You've Got a Woman,01-01 You've Got a Woman.flac
retro-modern Instrumentals,instrumental,Vital Signs (Tame Impala Cover),02-06 Vital Signs.flac
retro-modern Instrumentals,instrumental,Walkürenritt,01-05 Walkürenritt.flac
retro-modern Instrumentals,instrumental,You Sexy Thing,01-02 You Sexy Thing.flac
retro-modern Instrumentals,instrumental,Worry Wart,01-01 Worry Wart.flac
retro-modern Instrumentals,instrumental,Wait for the Moment,01-01 Wait for the Moment.flac
retro-modern Instrumentals,instrumental,"Sincerely Yours, The D.A.C.","01-23 Sincerely Yours, The D.A.C.flac"
retro-modern Instrumentals,instrumental,Something For Your M.I.N.D.,01-01 Something For Your M.I.N.D.flac
retro-modern Instrumentals,instrumental,YOU'RE THE ONE,01-11 YOU'RE THE ONE.flac
retro-modern Instrumentals,instrumental,Willing & Able,01-05 Willing & Able.flac
retro-modern Instrumentals,instrumental,Why Won't They Talk To Me?,01-06 Why Won't They Talk To Me.flac
retro-modern Instrumentals,instrumental,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
retro-modern Instrumentals,instrumental,Voices,01-08 Voices.flac
retro-modern Instrumentals,instrumental,Nanã,01-06 Nanã.flac
retro-modern Instrumentals,instrumental,Wake,01-01 Wake.flac
retro-modern Instrumentals,instrumental,Waterfall (TOKiMONSTA Remix),01-03 Waterfall.flac
retro-modern Instrumentals,instrumental,You Ain't The Problem,01-01 You Ain't The Problem.flac
retro-modern Instrumentals,instrumental,Weekend Wars (Album Version),01-02 Weekend Wars.flac
retro-modern Instrumentals,instrumental,Venom's In,01-07 Venom's In.flac
retro-modern Instrumentals,instrumental,You Could Be More As You Are,01-01 You Could Be More As You Are.flac
retro-modern Instrumentals,instrumental,waves  (Tame Impala Remix),01-01 waves.flac
retro-modern Instrumentals,instrumental,Two Weeks,01-02 Two Weeks.flac
retro-modern Instrumentals,instrumental,You & Me,01-11 You & Me.flac
retro-modern Instrumentals,instrumental,Weird Fishes,01-01 Weird Fishes.flac
retro-modern Instrumentals,instrumental,Valerie  (Version Revisited),01-05 Valerie.flac
retro-modern Instrumentals,instrumental,When You Die,01-03 When You Die.flac
retro-modern Instrumentals,instrumental,White Noise,01-05 White Noise.flac
retro-modern Instrumentals,instrumental,435,01-01 435.flac
retro-modern Instrumentals,instrumental,Windowpane,01-02 Windowpane.flac
retro-modern Instrumentals,instrumental,Vanished,01-10 Vanished.flac
retro-modern Instrumentals,instrumental,Your Favorite Place,01-04 Your Favorite Place.flac
retro-modern Instrumentals,instrumental,Something For Your M.I.N.D.,01-06 Something For Your M.I.N.D.flac
retro-modern Instrumentals,instrumental,Give Life Back to Music,01-01 Give Life Back to Music.flac
timeless-classic Vocals,vocals,Watermelon In Easter Hay,02-06 Watermelon In Easter Hay.flac
timeless-classic Vocals,vocals,Without Me (Album Version),01-10 Without Me.flac
timeless-classic Vocals,vocals,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
timeless-classic Vocals,vocals,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto","01-35 Symphony No. 9 in D Minor, Op. 125 _Choral_  II. Molto vivace - Presto.flac"
timeless-classic Vocals,vocals,Bourée,01-03 Bourée.flac
timeless-classic Vocals,vocals,You Sexy Thing,01-05 You Sexy Thing.flac
timeless-classic Vocals,vocals,White Rabbit,01-10 White Rabbit.flac
timeless-classic Vocals,vocals,Turn to Stone,01-01 Turn to Stone.flac
timeless-classic Vocals,vocals,Wish You Were Here,01-04 Wish You Were Here.flac
timeless-classic Vocals,vocals,Uptown Festival  (Medley),01-15 Uptown Festival.flac
timeless-classic Vocals,vocals,You Never Give Me Your Money (Remastered),01-09 You Never Give Me Your Money.flac
timeless-classic Vocals,vocals,We Built This City,01-01 We Built This City.flac
timeless-classic Vocals,vocals,White Room,01-01 White Room.flac
timeless-classic Vocals,vocals,You Can Have It All,01-04 You Can Have It All.flac
timeless-classic Vocals,vocals,Un sospiro (Remastered 1999),01-02 Un sospiro.flac
timeless-classic Vocals,vocals,Yellow Magic (Tong Poo),01-06 Yellow Magic (Tong Poo).flac
timeless-classic Vocals,vocals,"Comptine d'un autre été, l'après-midi","01-03 Comptine d'un autre été, l'après-midi.flac"
timeless-classic Vocals,vocals,Your Mother Should Know (Remastered 2009),01-05 Your Mother Should Know.flac
timeless-classic Vocals,vocals,"Suite Bergamasque, L. 75: III. Clair De Lune","01-05 Suite Bergamasque, L. 75  III. Clair De Lune.flac"
timeless-classic Vocals,vocals,You Only Live Once,01-01 You Only Live Once.flac
timeless-classic Vocals,vocals,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
timeless-classic Vocals,vocals,Who Loves the Sun  (2015 Remaster),01-01 Who Loves the Sun.flac
timeless-classic Vocals,vocals,Gyöngyhajú lány,01-02 Gyöngyhajú lány.flac
timeless-classic Vocals,vocals,Danke Schoën,01-04 Danke Schoën.flac
timeless-classic Vocals,vocals,Bamboléo,01-01 Bamboléo.flac
timeless-classic Vocals,vocals,"Violin Romance No. 2 in F Major, Op. 50 (Live at Muziekcentrum, Enschede, 1997 / Applause Removed)","01-01 Violin Romance No. 2 in F Major, Op. 50.flac"
timeless-classic Vocals,vocals,"16 Waltzes, Op. 39 - No. 15 in A-Flat Major",01-15 No. 15 in A-Flat Major.flac
timeless-classic Vocals,vocals,Ziggy Stardust  (2012 Remaster),01-09 Ziggy Stardust.flac
timeless-classic Vocals,vocals,You're So Vain (LP Version),01-03 You're So Vain.flac
timeless-classic Vocals,vocals,"Suite bergamasque, CD 82, L. 75 - III. Clair de Lune",01-07 III. Clair de Lune.flac
timeless-classic Vocals,vocals,Turn That Heartbeat Over Again,01-10 Turn That Heartbeat Over Again.flac
timeless-classic Vocals,vocals,Young Americans,01-01 Young Americans.flac
timeless-classic Vocals,vocals,Woman (Remastered 2010),02-10 Woman.flac
timeless-classic Vocals,vocals,Uncle Albert / Admiral Halsey (2012 Remaster),01-05 Uncle Albert   Admiral Halsey.flac
timeless-classic Vocals,vocals,Wuthering Heights,01-06 Wuthering Heights.flac
timeless-classic Vocals,vocals,"Suite Bergamasque: Clair de Lune, No. 3","01-04 Suite Bergamasque  Clair de Lune, No. 3.flac"
timeless-classic Vocals,vocals,What's Up?,01-03 What's Up.flac
timeless-classic Vocals,vocals,Wouldn't It Be Nice (Stereo),01-14 Wouldn't It Be Nice.flac
timeless-classic Vocals,vocals,With A Little Help From My Friends (Remastered),01-02 With A Little Help From My Friends.flac
timeless-classic Vocals,vocals,Vitamin C,01-04 Vitamin C.flac
timeless-classic Vocals,vocals,What a Fool Believes,01-02 What a Fool Believes.flac
timeless-classic Vocals,vocals,Waterfalls,01-08 Waterfalls.flac
timeless-classic Vocals,vocals,We Have All the Time in the World,01-04 We Have All the Time in the World.flac
timeless-classic Vocals,vocals,You're Going To Lose That Girl (Remastered),01-06 You're Going To Lose That Girl.flac
timeless-classic Vocals,vocals,Where Or When,01-02 Where Or When.flac
timeless-classic Vocals,vocals,5 a.m.,01-04 5 a.m.flac
timeless-classic Vocals,vocals,Twist And Shout,01-01 Twist And Shout.flac
timeless-classic Vocals,vocals,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"" - I. Adagio sostenuto",03-09 I. Adagio sostenuto.flac
timeless-classic Vocals,vocals,Young Americans   (Single Version; 2002 Remaster),01-09 Young Americans.flac
timeless-classic Vocals,vocals,"Symphony No. 9 in D Minor, Op. 125 ""Choral"" - II. Molto vivace",01-04 II. Molto vivace.flac
timeless-classic Vocals,vocals,Under Pressure (Remastered 2011),01-11 Under Pressure.flac
timeless-classic Vocals,vocals,Valerie  (Version Revisited),01-05 Valerie.flac
timeless-classic Vocals,vocals,Concierto De Aranjuez: 2. Adagio,01-02 Concierto De Aranjuez  2. Adagio.flac
timeless-classic Vocals,vocals,Where Did Our Love Go,01-01 Where Did Our Love Go.flac
timeless-classic Vocals,vocals,Yesterday (Remastered),01-13 Yesterday.flac
timeless-classic Vocals,vocals,You Make Me Feel Good,01-02 You Make Me Feel Good.flac
timeless-classic Vocals,vocals,"Die Hochzeit des Figaro, KV 492: Ouvertüre","01-05 Die Hochzeit des Figaro, KV 492  Ouvertüre.flac"
timeless-classic Vocals,vocals,"You're The First, The Last, My Everything (Single Version)","01-05 You're The First, The Last, My Everything.flac"
timeless-classic Vocals,vocals,You Could've Been a Lady,01-05 You Could've Been a Lady.flac
timeless-classic Vocals,vocals,West End Girls  (2001 Remaster),02-06 West End Girls.flac
timeless-classic Vocals,vocals,What A Wonderful World,02-01 What A Wonderful World.flac
timeless-classic Vocals,vocals,What A Difference A Day Made,01-07 What A Difference A Day Made.flac
timeless-classic Vocals,vocals,Surfin' U.S.A. (Remastered 2001),01-01 Surfin' U.S.A.flac
timeless-classic Vocals,vocals,Give Life Back to Music,01-01 Give Life Back to Music.flac
timeless-classic Instrumentals,instrumental,Watermelon In Easter Hay,02-06 Watermelon In Easter Hay.flac
timeless-classic Instrumentals,instrumental,Without Me (Album Version),01-10 Without Me.flac
timeless-classic Instrumentals,instrumental,Volare (Nel Blu di Pinto di Blu),01-07 Volare (Nel Blu di Pinto di Blu).flac
timeless-classic Instrumentals,instrumental,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto","01-35 Symphony No. 9 in D Minor, Op. 125 _Choral_  II. Molto vivace - Presto.flac"
timeless-classic Instrumentals,instrumental,Bourée,01-03 Bourée.flac
timeless-classic Instrumentals,instrumental,You Sexy Thing,01-05 You Sexy Thing.flac
timeless-classic Instrumentals,instrumental,White Rabbit,01-10 White Rabbit.flac
timeless-classic Instrumentals,instrumental,Turn to Stone,01-01 Turn to Stone.flac
timeless-classic Instrumentals,instrumental,Wish You Were Here,01-04 Wish You Were Here.flac
timeless-classic Instrumentals,instrumental,Uptown Festival  (Medley),01-15 Uptown Festival.flac
timeless-classic Instrumentals,instrumental,You Never Give Me Your Money (Remastered),01-09 You Never Give Me Your Money.flac
timeless-classic Instrumentals,instrumental,We Built This City,01-01 We Built This City.flac
timeless-classic Instrumentals,instrumental,White Room,01-01 White Room.flac
timeless-classic Instrumentals,instrumental,You Can Have It All,01-04 You Can Have It All.flac
timeless-classic Instrumentals,instrumental,Un sospiro (Remastered 1999),01-02 Un sospiro.flac
timeless-classic Instrumentals,instrumental,Yellow Magic (Tong Poo),01-06 Yellow Magic (Tong Poo).flac
timeless-classic Instrumentals,instrumental,"Comptine d'un autre été, l'après-midi","01-03 Comptine d'un autre été, l'après-midi.flac"
timeless-classic Instrumentals,instrumental,Your Mother Should Know (Remastered 2009),01-05 Your Mother Should Know.flac
timeless-classic Instrumentals,instrumental,"Suite Bergamasque, L. 75: III. Clair De Lune","01-05 Suite Bergamasque, L. 75  III. Clair De Lune.flac"
timeless-classic Instrumentals,instrumental,You Only Live Once,01-01 You Only Live Once.flac
timeless-classic Instrumentals,instrumental,While My Guitar Gently Weeps (Remastered),01-07 While My Guitar Gently Weeps.flac
timeless-classic Instrumentals,instrumental,Who Loves the Sun  (2015 Remaster),01-01 Who Loves the Sun.flac
timeless-classic Instrumentals,instrumental,Gyöngyhajú lány,01-02 Gyöngyhajú lány.flac
timeless-classic Instrumentals,instrumental,Danke Schoën,01-04 Danke Schoën.flac
timeless-classic Instrumentals,instrumental,Bamboléo,01-01 Bamboléo.flac
